,,,,,,
Task number,User name,Status,OPENDATE,OPENTIME,CLOSEDATE,CLOSETIME
57354,RISOFIS,CLS,12/12/2024,11:04:43,12/12/2024,11:50:50
57353,RISOFIS,CLS,12/12/2024,9:58:49,12/12/2024,11:04:39
57352,RIJOTHI,CLS,12/12/2024,9:02:57,12/12/2024,11:58:05
57351,RISOFIS,CLS,11/12/2024,10:30:04,12/12/2024,9:58:14
57350,RINURIT,CLS,09/12/2024,14:44:08,16/12/2024,12:17:31
57349,RISOFIS,CLS,09/12/2024,11:48:00,11/12/2024,10:29:59
57348,RIJOTHI,CLS,06/12/2024,12:34:15,11/12/2024,13:36:16
57347,RINURIT,CLS,05/12/2024,12:27:02,09/12/2024,14:42:36
57346,RISOFIS,CLS,05/12/2024,11:00:14,09/12/2024,11:47:55
57345,RIJOTHI,CLS,05/12/2024,10:39:31,05/12/2024,11:09:59
57344,RIJOTHI,CLS,05/12/2024,8:17:06,05/12/2024,10:36:58
57343,RISOFIS,CLS,04/12/2024,13:26:26,05/12/2024,11:00:06
57342,RISOFIS,CLS,04/12/2024,13:02:14,04/12/2024,13:26:20
57341,RISOFIS,CLS,04/12/2024,12:53:52,04/12/2024,13:02:08
57340,RIJOTHI,CLS,04/12/2024,12:20:12,04/12/2024,15:16:04
57339,RIJOTHI,CLS,04/12/2024,10:53:41,04/12/2024,11:03:37
57338,RINURIT,CLS,04/12/2024,8:06:44,05/12/2024,12:26:59
57337,RISOFIS,CLS,03/12/2024,16:19:14,04/12/2024,12:53:28
57336,RISOFIS,CLS,02/12/2024,14:43:46,03/12/2024,16:19:07
57335,RISOFIS,CLS,02/12/2024,14:19:00,02/12/2024,14:42:56
57334,RINURIT,CLS,02/12/2024,12:23:45,04/12/2024,8:06:37
57333,RINURIT,CLS,02/12/2024,9:10:44,02/12/2024,12:21:55
57332,RISOFIS,CLS,28/11/2024,13:27:56,02/12/2024,14:18:15
57331,RIJOTHI,CLS,28/11/2024,13:27:40,04/12/2024,10:45:44
57330,RIJOTHI,CLS,28/11/2024,9:55:35,28/11/2024,13:25:22
57329,RISOFIS,CLS,28/11/2024,9:22:10,28/11/2024,13:27:50
57328,RINURIT,CLS,27/11/2024,13:14:14,02/12/2024,9:10:31
57327,RINURIT,CLS,27/11/2024,12:36:23,27/11/2024,13:12:06
57326,RIJOTHI,CLS,27/11/2024,9:17:33,27/11/2024,9:25:27
57325,RIJOTHI,CLS,26/11/2024,8:55:13,26/11/2024,10:16:34
57324,RINURIT,CLS,25/11/2024,14:43:06,27/11/2024,12:29:59
57323,RIVENKAT,CLS,25/11/2024,8:37:08,28/11/2024,8:55:09
57322,RIVENKAT,CLS,25/11/2024,8:25:55,25/11/2024,8:36:21
57321,RIJOTHI,CLS,25/11/2024,8:22:40,25/11/2024,14:37:02
57320,RIVENKAT,CLS,22/11/2024,11:04:27,25/11/2024,8:23:40
57319,RIJOTHI,CLS,21/11/2024,14:53:30,21/11/2024,16:44:53
57318,RIJOTHI,CLS,20/11/2024,14:33:56,21/11/2024,9:43:30
57317,RIVENKAT,CLS,20/11/2024,9:52:07,22/11/2024,8:46:06
57316,RISOFIS,CLS,19/11/2024,16:41:45,28/11/2024,9:22:05
57315,RISOFIS,CLS,19/11/2024,16:30:05,19/11/2024,16:41:29
57314,RISOFIS,CLS,19/11/2024,16:10:39,19/11/2024,16:28:51
57313,RISOFIS,CLS,18/11/2024,14:30:21,19/11/2024,16:10:35
57312,RIVENKAT,CLS,18/11/2024,12:49:52,20/11/2024,7:47:42
57311,RIVENKAT,CLS,18/11/2024,7:40:40,18/11/2024,9:06:12
57310,RINURIT,CLS,17/11/2024,11:40:33,25/11/2024,14:34:23
57309,RISOFIS,CLS,17/11/2024,10:50:23,18/11/2024,14:30:16
57308,RIJOTHI,CLS,16/11/2024,20:04:00,19/11/2024,9:24:47
57307,RISWETHA,CLS,14/11/2024,14:04:58,14/11/2024,14:11:00
57306,RISOFIS,CLS,13/11/2024,14:27:57,17/11/2024,10:50:17
57305,RISOFIS,CLS,13/11/2024,9:40:20,13/11/2024,14:27:54
57304,RIELAD,CLS,12/11/2024,17:50:27,19/12/2024,16:26:25
57303,RIELAD,CLS,12/11/2024,17:28:51,12/11/2024,17:50:18
57302,RISWETHA,CLS,12/11/2024,12:59:01,14/11/2024,14:01:13
57301,RISOFIS,CLS,11/11/2024,13:41:35,13/11/2024,9:40:15
57300,RINURIT,CLS,11/11/2024,10:57:57,17/11/2024,11:40:29
57299,RISWETHA,CLS,11/11/2024,9:59:34,11/11/2024,10:51:23
57298,RISOFIS,CLS,11/11/2024,9:39:16,11/11/2024,13:41:30
57297,RISOFIS,CLS,07/11/2024,14:13:57,11/11/2024,9:39:11
57296,RINURIT,CLS,07/11/2024,13:24:36,11/11/2024,10:52:37
57295,RIJOTHI,CLS,06/11/2024,12:23:05,06/11/2024,14:20:24
57294,RIJOTHI,CLS,05/11/2024,9:43:01,05/11/2024,9:52:25
57293,RISOFIS,CLS,05/11/2024,9:12:42,07/11/2024,14:12:44
57292,RIJOTHI,CLS,04/11/2024,11:32:45,05/11/2024,9:05:14
57291,RIJOTHI,CLS,04/11/2024,9:05:05,04/11/2024,9:09:39
57290,RISOFIS,CLS,30/10/2024,14:16:30,05/11/2024,9:12:39
57289,RISOFIS,CLS,29/10/2024,16:59:12,30/10/2024,14:16:25
57288,RIJOTHI,CLS,29/10/2024,9:26:37,29/10/2024,9:31:31
57287,RIVENKAT,CLS,28/10/2024,13:51:52,28/10/2024,14:51:39
57286,RIJOTHI,CLS,28/10/2024,12:58:43,29/10/2024,8:43:52
57285,RIJOTHI,CLS,28/10/2024,12:29:51,28/10/2024,12:58:33
57284,RISOFIS,CLS,27/10/2024,16:05:45,29/10/2024,16:58:41
57283,RIJOTHI,CLS,25/10/2024,14:53:00,28/10/2024,10:08:43
57282,RIJOTHI,CLS,25/10/2024,9:01:17,25/10/2024,14:51:48
57281,RIJOTHI,CLS,24/10/2024,13:28:23,25/10/2024,9:01:03
57280,RIVENKAT,CLS,23/10/2024,17:13:46,23/10/2024,19:49:30
57279,RISOFIS,CLS,22/10/2024,16:58:45,27/10/2024,16:05:41
57278,RISOFIS,CLS,22/10/2024,16:42:53,22/10/2024,16:58:40
57277,RINURIT,CLS,22/10/2024,9:41:41,07/11/2024,13:22:21
57276,RIVENKAT,CLS,21/10/2024,15:18:54,22/10/2024,20:00:54
57275,RISOFIS,CLS,21/10/2024,14:30:35,22/10/2024,16:41:27
57274,RISOFIS,CLS,21/10/2024,11:30:30,21/10/2024,14:30:08
57273,RIVENKAT,CLS,21/10/2024,9:50:06,21/10/2024,15:08:12
57272,RIJOTHI,CLS,17/10/2024,10:58:25,21/10/2024,12:07:39
57271,RISOFIS,CLS,15/10/2024,11:16:46,21/10/2024,11:29:40
57270,RISOFIS,CLS,15/10/2024,10:32:28,15/10/2024,11:15:50
57269,RISWETHA,CLS,14/10/2024,15:32:10,15/10/2024,8:52:23
57268,RISOFIS,CLS,14/10/2024,10:50:24,15/10/2024,10:32:23
57267,RISOFIS,CLS,13/10/2024,13:25:59,14/10/2024,10:48:27
57266,RISOFIS,CLS,13/10/2024,13:20:59,13/10/2024,13:25:55
57265,RISOFIS,CLS,10/10/2024,14:53:33,13/10/2024,13:18:20
57264,RIVENKAT,CLS,10/10/2024,13:40:19,14/10/2024,11:03:36
57263,RISOFIS,CLS,10/10/2024,13:27:30,10/10/2024,14:52:50
57262,RISOFIS,CLS,09/10/2024,11:56:31,10/10/2024,13:27:26
57261,RISOFIS,CLS,09/10/2024,10:50:02,09/10/2024,11:56:28
57260,RIVENKAT,CLS,09/10/2024,10:35:36,09/10/2024,11:01:08
57259,RIELAD,CLS,08/10/2024,16:39:06,12/11/2024,17:28:43
57258,RISOFIS,CLS,08/10/2024,15:13:38,09/10/2024,10:49:59
57257,RIVENKAT,CLS,08/10/2024,10:59:21,09/10/2024,10:16:42
57256,RISOFIS,CLS,07/10/2024,13:13:26,08/10/2024,15:13:25
57255,RISOFIS,CLS,07/10/2024,12:03:16,07/10/2024,13:13:22
57254,RISWETHA,CLS,07/10/2024,11:39:42,07/10/2024,11:55:08
57253,RISWETHA,CLS,07/10/2024,11:31:28,07/10/2024,11:39:06
57252,RIVENKAT,CLS,07/10/2024,10:06:48,08/10/2024,7:51:33
57251,RISOFIS,CLS,06/10/2024,12:40:54,07/10/2024,12:03:12
57250,RISWETHA,CLS,04/10/2024,10:34:52,04/10/2024,12:02:27
57249,RISWETHA,CLS,04/10/2024,9:55:45,04/10/2024,10:34:43
57248,RIJOTHI,CLS,03/10/2024,13:55:10,17/10/2024,10:57:32
57247,RIJOTHI,CLS,03/10/2024,8:33:38,03/10/2024,9:01:52
57246,RISWETHA,CLS,01/10/2024,14:00:07,03/10/2024,8:35:09
57245,RISOFIS,CLS,01/10/2024,12:55:54,06/10/2024,12:40:37
57244,RISOFIS,CLS,01/10/2024,11:42:40,01/10/2024,12:55:45
57243,RIJOTHI,CLS,30/09/2024,17:31:30,30/09/2024,17:33:57
57242,RIJOTHI,CLS,30/09/2024,17:12:22,30/09/2024,17:22:49
57241,RISOFIS,CLS,30/09/2024,15:01:30,01/10/2024,11:39:41
57240,RIJOTHI,CLS,30/09/2024,11:50:42,30/09/2024,13:44:18
57239,RIVENKAT,CLS,29/09/2024,13:19:14,06/10/2024,19:53:20
57238,RIVENKAT,CLS,29/09/2024,13:10:55,29/09/2024,13:15:33
57237,RIVENKAT,CLS,29/09/2024,11:20:44,29/09/2024,13:04:56
57236,RIVENKAT,CLS,28/09/2024,19:20:58,29/09/2024,11:19:33
57235,RIVENKAT,CLS,28/09/2024,19:01:41,28/09/2024,19:20:17
57234,RIVENKAT,CLS,27/09/2024,9:15:01,27/09/2024,12:35:57
57233,RIJOTHI,CLS,27/09/2024,8:54:29,30/09/2024,11:50:32
57232,RISOFIS,CLS,26/09/2024,15:43:42,30/09/2024,15:00:13
57231,RISOFIS,CLS,26/09/2024,9:17:29,26/09/2024,15:43:35
57230,RISOFIS,CLS,25/09/2024,12:06:04,26/09/2024,9:17:24
57229,RIJOTHI,CLS,25/09/2024,9:47:15,27/09/2024,8:54:20
57228,RISOFIS,CLS,25/09/2024,9:13:54,25/09/2024,12:06:00
57227,RISWETHA,CLS,24/09/2024,12:44:27,25/09/2024,15:47:42
57226,RIVENKAT,CLS,24/09/2024,8:42:28,25/09/2024,19:48:06
57225,RISWETHA,CLS,23/09/2024,10:39:39,24/09/2024,11:49:19
57224,RISOFIS,CLS,22/09/2024,13:40:18,25/09/2024,9:12:17
57223,RISOFIS,CLS,22/09/2024,10:32:33,22/09/2024,13:40:13
57222,RISOFIS,CLS,22/09/2024,10:10:05,22/09/2024,10:32:25
57221,RISOFIS,CLS,22/09/2024,10:03:55,22/09/2024,10:09:39
57220,RISOFIS,CLS,22/09/2024,9:49:27,22/09/2024,10:03:51
57219,RISWETHA,CLS,20/09/2024,10:15:40,20/09/2024,19:03:03
57218,RISWETHA,CLS,20/09/2024,9:07:22,20/09/2024,9:25:28
57217,RIJOTHI,CLS,20/09/2024,8:40:06,24/09/2024,13:52:53
57216,RIVENKAT,CLS,16/09/2024,14:30:03,17/09/2024,12:29:11
57215,RIVENKAT,CLS,16/09/2024,13:33:15,16/09/2024,13:59:14
57214,RISWETHA,CLS,16/09/2024,12:27:23,16/09/2024,13:23:22
57213,RIVENKAT,CLS,16/09/2024,8:54:17,16/09/2024,13:29:15
57212,RIVENKAT,CLS,13/09/2024,9:48:54,13/09/2024,10:05:01
57211,RISOFIS,CLS,12/09/2024,14:06:11,22/09/2024,9:49:22
57210,RISWETHA,CLS,11/09/2024,13:48:15,12/09/2024,11:15:34
57209,RIVENKAT,CLS,11/09/2024,12:40:14,13/09/2024,9:46:17
57208,RISOFIS,CLS,10/09/2024,13:24:06,12/09/2024,13:59:35
57207,RISWETHA,CLS,10/09/2024,12:58:57,11/09/2024,13:48:02
57206,RIVENKAT,CLS,10/09/2024,12:56:35,11/09/2024,12:37:36
57205,RISOFIS,CLS,10/09/2024,11:21:22,10/09/2024,13:23:59
57204,RISOFIS,CLS,10/09/2024,10:54:48,10/09/2024,11:18:34
57203,RIJOTHI,CLS,10/09/2024,10:16:59,10/09/2024,12:59:10
57202,RISWETHA,CLS,09/09/2024,12:15:32,10/09/2024,9:59:35
57201,RISOFIS,CLS,09/09/2024,11:00:47,10/09/2024,10:54:45
57200,RISWETHA,CLS,05/09/2024,14:59:54,09/09/2024,8:57:15
57199,RISWETHA,CLS,05/09/2024,8:36:06,05/09/2024,12:15:56
57198,RIJOTHI,CLS,04/09/2024,9:37:33,04/09/2024,10:00:07
57197,RIJOTHI,CLS,04/09/2024,8:29:10,04/09/2024,9:13:39
57196,RISOFIS,CLS,03/09/2024,11:11:38,09/09/2024,10:59:50
57195,RISOFIS,CLS,02/09/2024,14:35:40,03/09/2024,11:11:34
57194,RIVENKAT,CLS,02/09/2024,11:03:01,02/09/2024,17:02:19
57193,RISOFIS,CLS,02/09/2024,10:50:10,02/09/2024,14:35:32
57192,RISOFIS,CLS,02/09/2024,9:08:29,02/09/2024,10:47:43
57191,RIJOTHI,CLS,29/08/2024,11:55:22,04/09/2024,8:24:13
57190,RISOFIS,CLS,28/08/2024,13:15:03,02/09/2024,9:08:24
57189,RIJOTHI,CLS,28/08/2024,12:08:44,28/08/2024,14:32:08
57188,RINURIT,CLS,28/08/2024,11:01:04,22/10/2024,9:35:59
57187,RISOFIS,CLS,28/08/2024,10:01:27,28/08/2024,13:14:46
57186,RISWETHA,CLS,28/08/2024,9:34:19,28/08/2024,9:58:12
57185,RIJOTHI,CLS,27/08/2024,11:13:26,27/08/2024,12:29:29
57184,RISWETHA,CLS,22/08/2024,13:42:36,22/08/2024,14:54:36
57183,RINURIT,CLS,21/08/2024,13:47:17,28/08/2024,11:00:12
57182,RISOFIS,CLS,20/08/2024,10:27:03,28/08/2024,10:01:22
57181,RIJOTHI,CLS,20/08/2024,10:18:45,20/08/2024,15:19:13
57180,RISWETHA,CLS,20/08/2024,10:00:07,20/08/2024,11:13:03
57179,RINURIT,CLS,20/08/2024,9:30:29,21/08/2024,13:17:35
57178,RISWETHA,CLS,19/08/2024,10:49:52,19/08/2024,11:27:55
57177,RINURIT,CLS,18/08/2024,12:40:04,20/08/2024,9:25:46
57176,RINURIT,CLS,18/08/2024,11:48:15,18/08/2024,12:38:09
57175,RIVENKAT,CLS,16/08/2024,12:41:18,02/09/2024,11:02:01
57174,RISOFIS,CLS,15/08/2024,14:50:39,20/08/2024,10:15:01
57173,RISOFIS,CLS,15/08/2024,13:36:23,15/08/2024,14:50:33
57172,RISOFIS,CLS,15/08/2024,12:59:40,15/08/2024,13:36:17
57171,RISOFIS,CLS,15/08/2024,12:51:42,15/08/2024,12:59:37
57170,RIVENKAT,CLS,14/08/2024,16:47:26,14/08/2024,17:02:15
57169,RIVENKAT,CLS,14/08/2024,9:35:22,14/08/2024,11:26:20
57168,RISOFIS,CLS,13/08/2024,10:33:03,15/08/2024,12:46:53
57167,RIJOTHI,CLS,13/08/2024,9:42:27,13/08/2024,9:46:34
57166,RIJOTHI,CLS,12/08/2024,15:54:16,12/08/2024,15:59:36
57165,RISOFIS,CLS,12/08/2024,13:33:35,13/08/2024,10:32:58
57164,RISOFIS,CLS,11/08/2024,13:55:06,12/08/2024,13:29:14
57163,RIVENKAT,CLS,09/08/2024,13:47:55,12/08/2024,8:57:05
57162,RIVENKAT,CLS,09/08/2024,12:28:51,09/08/2024,13:46:24
57161,RIVENKAT,CLS,08/08/2024,9:49:57,08/08/2024,10:45:03
57160,RIJOTHI,CLS,08/08/2024,8:21:36,08/08/2024,8:35:02
57159,RIVENKAT,CLS,07/08/2024,20:48:08,07/08/2024,21:00:26
57158,RISWETHA,CLS,07/08/2024,15:56:13,07/08/2024,16:03:32
57157,RISOFIS,CLS,07/08/2024,14:01:43,11/08/2024,13:48:18
57156,RISWETHA,CLS,07/08/2024,12:51:36,07/08/2024,14:17:10
57155,RIVENKAT,CLS,07/08/2024,10:58:52,07/08/2024,20:45:40
57154,RISWETHA,CLS,06/08/2024,10:26:06,07/08/2024,12:49:43
57153,RIVENKAT,CLS,05/08/2024,17:05:15,07/08/2024,10:56:21
57152,RIVENKAT,CLS,05/08/2024,14:25:42,05/08/2024,15:29:13
57151,RISOFIS,CLS,05/08/2024,13:36:02,07/08/2024,14:01:39
57150,RINURIT,CLS,05/08/2024,12:13:39,18/08/2024,11:46:41
57149,RIVENKAT,CLS,05/08/2024,10:46:46,05/08/2024,11:35:12
57148,RIJOTHI,CLS,05/08/2024,8:40:04,06/08/2024,10:40:20
57147,RISOFIS,CLS,04/08/2024,15:41:39,05/08/2024,13:35:21
57146,RIVENKAT,CLS,03/08/2024,9:49:09,05/08/2024,10:44:14
57145,RIELAD,CLS,01/08/2024,17:16:51,05/08/2024,23:31:41
57144,RIELAD,CLS,01/08/2024,15:22:04,01/08/2024,17:16:16
57143,RIELAD,CLS,01/08/2024,14:25:06,01/08/2024,15:21:22
57142,RISWETHA,CLS,01/08/2024,11:51:14,01/08/2024,14:34:59
57141,RISWETHA,CLS,31/07/2024,19:05:14,31/07/2024,19:56:09
57140,RIELAD,CLS,31/07/2024,18:19:17,01/08/2024,14:25:01
57139,RIVENKAT,CLS,31/07/2024,16:17:51,03/08/2024,9:45:59
57138,RISOFIS,CLS,31/07/2024,11:10:34,04/08/2024,15:41:33
57137,RISOFIS,CLS,31/07/2024,9:13:43,31/07/2024,11:10:31
57136,RIVENKAT,CLS,31/07/2024,8:57:35,31/07/2024,13:53:05
57135,RIJOTHI,CLS,30/07/2024,12:53:52,30/07/2024,12:56:53
57134,RIELAD,CLS,30/07/2024,11:52:20,31/07/2024,18:19:17
57133,RISWETHA,CLS,30/07/2024,11:51:56,30/07/2024,12:56:43
57132,RIELAD,CLS,30/07/2024,10:51:11,30/07/2024,11:52:01
57131,RISOFIS,CLS,30/07/2024,10:47:41,31/07/2024,9:05:32
57130,RISOFIS,CLS,30/07/2024,10:41:27,30/07/2024,10:46:50
57129,RIVENKAT,CLS,29/07/2024,10:42:35,29/07/2024,12:28:37
57128,RIELAD,CLS,25/07/2024,19:32:49,30/07/2024,10:51:09
57127,RIJOTHI,CLS,25/07/2024,15:14:35,30/07/2024,9:10:09
57126,RIJOTHI,CLS,25/07/2024,15:01:29,25/07/2024,15:05:59
57125,RIELAD,CLS,25/07/2024,10:41:05,25/07/2024,19:32:45
57124,RIVENKAT,CLS,25/07/2024,10:17:31,25/07/2024,14:12:35
57123,RISOFIS,CLS,25/07/2024,9:00:08,30/07/2024,10:41:22
57122,RIELAD,CLS,24/07/2024,21:47:22,25/07/2024,10:40:50
57121,RIVENKAT,CLS,24/07/2024,15:09:41,24/07/2024,21:56:05
57120,RIELAD,CLS,24/07/2024,14:48:28,24/07/2024,21:47:13
57119,RINURIT,CLS,24/07/2024,12:45:33,05/08/2024,12:12:12
57118,RISWETHA,CLS,24/07/2024,11:48:06,24/07/2024,13:33:27
57117,RIVENKAT,CLS,23/07/2024,13:07:15,23/07/2024,22:49:38
57116,RISOFIS,CLS,23/07/2024,10:10:39,25/07/2024,8:59:32
57115,RISOFIS,CLS,22/07/2024,17:23:24,23/07/2024,10:10:29
57114,RISOFIS,CLS,22/07/2024,16:59:44,22/07/2024,17:23:09
57113,RIVENKAT,CLS,22/07/2024,16:53:15,23/07/2024,13:03:44
57112,RIVENKAT,CLS,22/07/2024,14:45:36,22/07/2024,14:54:30
57111,RIVENKAT,CLS,22/07/2024,13:38:11,22/07/2024,14:45:24
57110,RISOFIS,CLS,22/07/2024,11:35:43,22/07/2024,16:59:38
57109,RIJOTHI,CLS,22/07/2024,10:38:47,24/07/2024,15:32:17
57108,RISOFIS,CLS,22/07/2024,9:37:27,22/07/2024,11:14:55
57107,RIVENKAT,CLS,22/07/2024,9:03:37,22/07/2024,13:37:46
57106,RIJOTHI,CLS,22/07/2024,7:55:19,22/07/2024,7:59:06
57105,RIELAD,CLS,18/07/2024,13:29:03,24/07/2024,14:48:21
57104,RINURIT,CLS,18/07/2024,8:38:24,24/07/2024,12:43:24
57103,RIELAD,CLS,17/07/2024,17:03:38,18/07/2024,13:28:41
57102,RINURIT,CLS,17/07/2024,12:55:00,17/07/2024,14:50:48
57101,RISOFIS,CLS,17/07/2024,11:44:47,22/07/2024,9:37:21
57100,RISOFIS,CLS,17/07/2024,11:12:43,17/07/2024,11:36:29
57099,RISOFIS,CLS,17/07/2024,9:38:12,17/07/2024,11:12:35
57098,RIELAD,CLS,16/07/2024,16:45:18,17/07/2024,17:03:30
57097,RIJOTHI,CLS,16/07/2024,13:51:41,16/07/2024,15:08:41
57096,RIVENKAT,CLS,16/07/2024,13:38:29,17/07/2024,15:22:47
57095,RISOFIS,CLS,15/07/2024,12:11:40,17/07/2024,9:34:50
57094,RIELAD,CLS,15/07/2024,10:00:33,16/07/2024,16:45:10
57093,RIVENKAT,CLS,12/07/2024,14:39:41,16/07/2024,13:36:49
57092,RISOFIS,CLS,11/07/2024,13:31:42,15/07/2024,12:11:36
57091,RISWETHA,CLS,11/07/2024,13:25:25,11/07/2024,17:14:52
57090,RIJOTHI,CLS,10/07/2024,13:11:27,16/07/2024,13:05:40
57089,RISOFIS,CLS,10/07/2024,11:31:14,11/07/2024,13:31:36
57088,RIVENKAT,CLS,10/07/2024,10:09:24,11/07/2024,18:59:45
57087,RIELAD,CLS,09/07/2024,17:59:16,15/07/2024,10:00:00
57086,RISWETHA,CLS,09/07/2024,16:26:02,10/07/2024,8:32:58
57085,RINURIT,CLS,09/07/2024,13:10:56,17/07/2024,12:52:04
57084,RINURIT,CLS,09/07/2024,12:37:32,09/07/2024,13:08:46
57083,RIJOTHI,CLS,09/07/2024,6:54:42,09/07/2024,15:08:34
57082,RIELAD,CLS,08/07/2024,19:04:38,09/07/2024,17:39:41
57081,RIJOTHI,CLS,08/07/2024,17:59:29,09/07/2024,6:48:32
57080,RIELAD,CLS,08/07/2024,17:03:43,08/07/2024,19:04:34
57079,RIVENKAT,CLS,08/07/2024,13:37:27,08/07/2024,15:34:43
57078,RINURIT,CLS,08/07/2024,10:44:20,09/07/2024,12:35:17
57077,RINURIT,CLS,08/07/2024,10:31:11,08/07/2024,10:42:54
57076,RIJOTHI,CLS,08/07/2024,9:53:30,08/07/2024,17:58:15
57075,RINURIT,CLS,08/07/2024,9:48:32,08/07/2024,10:30:48
57074,RIELAD,CLS,07/07/2024,16:37:16,08/07/2024,17:03:23
57073,RIELAD,CLS,07/07/2024,16:00:37,07/07/2024,16:37:09
57072,RISOFIS,CLS,07/07/2024,13:21:34,10/07/2024,11:23:54
57071,RISOFIS,CLS,07/07/2024,10:38:48,07/07/2024,13:21:28
57070,RIJOTHI,CLS,05/07/2024,8:53:38,08/07/2024,9:50:26
57069,RIELAD,CLS,04/07/2024,17:53:18,07/07/2024,16:00:32
57068,RISOFIS,CLS,04/07/2024,15:42:39,07/07/2024,10:38:42
57067,RISOFIS,CLS,04/07/2024,14:55:15,04/07/2024,15:42:27
57066,RISWETHA,CLS,04/07/2024,10:44:38,04/07/2024,13:38:41
57065,RINURIT,CLS,04/07/2024,8:50:07,08/07/2024,9:48:23
57064,RIVENKAT,CLS,04/07/2024,8:42:22,04/07/2024,9:50:22
57063,RIELAD,CLS,03/07/2024,19:07:48,04/07/2024,17:53:11
57062,RINURIT,CLS,03/07/2024,13:20:44,04/07/2024,8:49:55
57061,RISOFIS,CLS,03/07/2024,12:09:55,04/07/2024,14:55:11
57060,RISOFIS,CLS,03/07/2024,11:27:17,03/07/2024,12:09:50
57059,RISOFIS,CLS,03/07/2024,10:47:45,03/07/2024,11:23:46
57058,RIVENKAT,CLS,03/07/2024,10:09:35,04/07/2024,8:38:44
57057,RIJOTHI,CLS,02/07/2024,13:09:52,04/07/2024,15:24:53
57056,RIVENKAT,CLS,02/07/2024,12:11:19,02/07/2024,13:11:08
57055,RIELAD,CLS,01/07/2024,16:10:14,03/07/2024,19:07:40
57054,RIJOTHI,CLS,01/07/2024,15:25:50,02/07/2024,10:02:57
57053,RISOFIS,CLS,01/07/2024,15:00:14,03/07/2024,10:47:41
57052,RISWETHA,CLS,01/07/2024,14:36:42,01/07/2024,14:53:05
57051,RIELAD,CLS,01/07/2024,12:46:34,01/07/2024,16:10:00
57050,RINURIT,CLS,01/07/2024,12:25:45,03/07/2024,13:19:34
57049,RIVENKAT,CLS,26/06/2024,13:32:46,26/06/2024,15:16:16
57048,RIJOTHI,CLS,26/06/2024,12:54:10,26/06/2024,14:02:20
57047,RINURIT,CLS,26/06/2024,8:05:31,01/07/2024,12:18:20
57046,RIELAD,CLS,25/06/2024,18:36:53,01/07/2024,12:43:16
57045,RINURIT,CLS,25/06/2024,15:13:10,25/06/2024,15:41:10
57044,RINURIT,CLS,25/06/2024,13:54:13,25/06/2024,15:13:06
57043,RISWETHA,CLS,25/06/2024,9:20:30,25/06/2024,10:31:54
57042,RIVENKAT,CLS,25/06/2024,8:33:50,25/06/2024,9:31:36
57041,RIELAD,CLS,25/06/2024,2:03:51,25/06/2024,18:36:48
57040,RINURIT,CLS,24/06/2024,12:31:37,25/06/2024,13:48:20
57039,RIVENKAT,CLS,24/06/2024,10:57:48,24/06/2024,13:27:50
57038,RIJOTHI,CLS,24/06/2024,9:49:48,24/06/2024,9:58:59
57037,RINURIT,CLS,23/06/2024,13:25:18,24/06/2024,12:31:06
57036,RIVENKAT,CLS,20/06/2024,20:22:06,20/06/2024,21:01:07
57035,RISWETHA,CLS,20/06/2024,15:52:24,24/06/2024,16:27:46
57034,RIVENKAT,CLS,20/06/2024,15:48:27,20/06/2024,20:16:34
57033,RIJOTHI,CLS,20/06/2024,14:43:24,22/06/2024,16:06:09
57032,RIVENKAT,CLS,20/06/2024,14:22:42,20/06/2024,15:37:35
57031,RIJOTHI,CLS,20/06/2024,13:46:57,20/06/2024,14:18:45
57030,RINURIT,CLS,20/06/2024,11:44:13,23/06/2024,13:22:17
57029,RISWETHA,CLS,20/06/2024,10:38:36,20/06/2024,11:33:31
57028,RISWETHA,CLS,19/06/2024,16:09:11,20/06/2024,10:38:18
57027,RINURIT,CLS,19/06/2024,12:04:48,20/06/2024,11:43:56
57026,RIELAD,CLS,19/06/2024,10:23:19,25/06/2024,2:03:45
57025,RIVENKAT,CLS,19/06/2024,9:53:49,19/06/2024,12:37:53
57024,RISWETHA,CLS,19/06/2024,9:52:08,19/06/2024,12:10:57
57023,RISWETHA,CLS,18/06/2024,15:24:33,19/06/2024,9:51:52
57022,RIVENKAT,CLS,18/06/2024,15:10:06,18/06/2024,15:22:15
57021,RINURIT,CLS,18/06/2024,14:46:41,19/06/2024,12:01:06
57020,RIVENKAT,CLS,18/06/2024,14:41:40,18/06/2024,15:07:21
57019,RIELAD,CLS,18/06/2024,9:59:49,19/06/2024,10:23:16
57018,RISWETHA,CLS,17/06/2024,14:49:27,18/06/2024,9:54:06
57017,RINURIT,CLS,17/06/2024,13:41:23,18/06/2024,14:44:46
57016,RINURIT,CLS,17/06/2024,13:22:03,17/06/2024,13:30:21
57015,RIJOTHI,CLS,17/06/2024,11:40:47,20/06/2024,12:03:16
57014,RIVENKAT,CLS,17/06/2024,9:41:28,17/06/2024,14:51:00
57013,RIVENKAT,CLS,17/06/2024,8:19:54,17/06/2024,9:41:04
57012,RIELAD,CLS,16/06/2024,14:13:14,18/06/2024,9:58:59
57011,RIELAD,CLS,16/06/2024,12:58:23,16/06/2024,14:13:09
57010,RIELAD,CLS,16/06/2024,11:33:20,16/06/2024,12:58:16
57009,RINURIT,CLS,16/06/2024,8:16:03,17/06/2024,13:21:56
57008,RIVENKAT,CLS,14/06/2024,15:00:51,17/06/2024,8:17:47
